NEAT1	ceRNA or sponge	MET
NEAT1	ceRNA or sponge	CD276
NEAT1	expression association	HMGB1
NEAT1	ceRNA or sponge	CPT1A
NEAT1	ceRNA or sponge	TLR4
NEAT1	expression association	MIR27A
NEAT1	ceRNA or sponge	SOX4
NEAT1	ceRNA or sponge	SOX9
NEAT1	expression association	AQP7
NEAT1	expression association	ESR1
NEAT1	ceRNA or sponge	SOX5
NEAT1	ceRNA or sponge	MIR29A
NEAT1	ceRNA or sponge	GPD1L
NEAT1	ceRNA or sponge	RRM2
NEAT1	ceRNA or sponge	MIR194-1
NEAT1	expression association	MIR181D
NEAT1	ceRNA or sponge	MIR124-1
NEAT1	expression association	BMAL1
NEAT1	expression association	CLOCK
NEAT1	ceRNA or sponge	MIR107
NEAT1	expression association	MIR140
NEAT1	expression association	AKT1
NEAT1	expression association	MTOR
NEAT1	expression association	BAX
NEAT1	ceRNA or sponge	ABCA3
NEAT1	ceRNA or sponge	BMP1
NEAT1	ceRNA or sponge	HOXA13
NEAT1	ceRNA or sponge	RELA
NEAT1	expression association	SOX13
NEAT1	ceRNA or sponge	SMC1A
NEAT1	expression association	NLRP3
NEAT1	expression association	ITGA3
NEAT1	ceRNA or sponge	YY1
NEAT1	ceRNA or sponge	MIR146B
NEAT1	ceRNA or sponge	CEP55
NEAT1	epigenetic regulation	TRAF6
NEAT1	ceRNA or sponge	FOXP1
NEAT1	interact with protein	KHSRP
NEAT1	ceRNA or sponge	CCT6A
NEAT1	ceRNA or sponge	THBS1
NEAT1	ceRNA or sponge	VEGFA
NEAT1	ceRNA or sponge	MIR16-1
NEAT1	ceRNA or sponge	MIR483
NEAT1	ceRNA or sponge	MIR324
NEAT1	ceRNA or sponge	MAPK1
NEAT1	ceRNA or sponge	MIR135A1
NEAT1	ceRNA or sponge	PRKG1
NEAT1	ceRNA or sponge	ATG12
NEAT1	ceRNA or sponge	FGF9
NEAT1	ceRNA or sponge	SMO
NEAT1	ceRNA or sponge	BZW1
NEAT1	ceRNA or sponge	MDM2
NEAT1	ceRNA or sponge	PLA2G4A
NEAT1	expression association	BACH1
NEAT1	expression association	MIRLET7G
NEAT1	interact with protein	MIR205
NEAT1	ceRNA or sponge	TXNIP
NEAT1	ceRNA or sponge	ICAM1
NEAT1	ceRNA or sponge	PTEN
NEAT1	expression association	TNFRSF1B
NEAT1	ceRNA or sponge	ACSL4
NEAT1	expression association	SLC7A11
NEAT1	expression association	GPX4
NEAT1	ceRNA or sponge	AGPS
NEAT1	ceRNA or sponge	APOC4
NEAT1	ceRNA or sponge	CYTH3
NEAT1	ceRNA or sponge	KCTD20
NEAT1	ceRNA or sponge	FRS2
NEAT1	ceRNA or sponge	CYP1A2
NEAT1	ceRNA or sponge	SLC26A2
NEAT1	ceRNA or sponge	PRKDC
NEAT1	ceRNA or sponge	GSDME
NEAT1	ceRNA or sponge	SP1
NEAT1	ceRNA or sponge	RUNX2
NEAT1	ceRNA or sponge	AHSA1
NEAT1	ceRNA or sponge	KRAS
NEAT1	ceRNA or sponge	SIRT1
NEAT1	expression association	MMP9
NEAT1	expression association	PROM1
NEAT1	expression association	CD44
NEAT1	expression association	ABCG2
NEAT1	expression association	SOX2
NEAT1	expression association	NANOG
NEAT1	expression association	POU5F1
NEAT1	ceRNA or sponge	MIR193A
NEAT1	ceRNA or sponge	GDNF
NEAT1	ceRNA or sponge	MIR499B
NEAT1	ceRNA or sponge	MIR377
NEAT1	ceRNA or sponge	MIR181A1
NEAT1	ceRNA or sponge	MIR98
NEAT1	ceRNA or sponge	HIF1A
NEAT1	ceRNA or sponge	FN1
NEAT1	ceRNA or sponge	GLI1
NEAT1	interact with protein	CBX7
NEAT1	interact with protein	RTCB
NEAT1	ceRNA or sponge	MIR34A
NEAT1	ceRNA or sponge	HAVCR2
NEAT1	ceRNA or sponge	KLF3
NEAT1	ceRNA or sponge	ATG3
NEAT1	ceRNA or sponge	PIK3R1
NEAT1	ceRNA or sponge	TIMM17A
NEAT1	ceRNA or sponge	SPAG9
NEAT1	ceRNA or sponge	MIR361
NEAT1	ceRNA or sponge	MEF2D
NEAT1	ceRNA or sponge	WNT7A
NEAT1	expression association	CCNE1
NEAT1	expression association	CASP3
NEAT1	expression association	ATP7A
NEAT1	expression association	CSF2
NEAT1	expression association	CCL11
NEAT1	expression association	MUC5AC
NEAT1	ceRNA or sponge	NR4A2
NEAT1	interact with protein	PGK1
NEAT1	interact with protein	PGAM1
NEAT1	interact with protein	ENO1
TGFB1	expression association	LNCRNA-ATB
TGFB1	expression association	MALAT1
TGFB1	expression association	HOTAIR
TGFB1	expression association	ZEB2-AS1
TGFB1	expression association	UCA1
TGFB1	transcriptional regulation	TUG1
TGFB1	expression association	GRASLND
TGFB1	expression association	TUSC7
TGFB1	interact with protein	MIR155HG
TGFB1	expression association	LINC00115
ZEB1	transcriptional regulation	ENSG00000263080
ZEB1	expression association	HOTAIR
ZEB1	transcriptional regulation	LBX2-AS1
ZFPM2-AS1	interact with protein	MIF
ZFPM2-AS1	ceRNA or sponge	TRIM24
ZFPM2-AS1	ceRNA or sponge	HOXA1
ZFPM2-AS1	expression association	MIR137
SNHG1	transcriptional regulation	MIR448
SNHG1	ceRNA or sponge	IDO1
SNHG1	epigenetic regulation	CDKN1A
SNHG1	ceRNA or sponge	NOTCH1
SNHG1	ceRNA or sponge	GSK3B
SNHG1	epigenetic regulation	CDKN2B
SNHG1	epigenetic regulation	KLF2
SNHG1	ceRNA or sponge	CCND2
SNHG1	ceRNA or sponge	YAP1
SNHG1	ceRNA or sponge	SIAH1
SNHG1	ceRNA or sponge	NOB1
SNHG1	expression association	CDH1
SNHG1	expression association	VIM
SNHG1	expression association	CDH2
SNHG1	expression association	HES2
SNHG1	ceRNA or sponge	DNMT1
SNHG1	ceRNA or sponge	WNT2B
SNHG1	ceRNA or sponge	TGFBR2
SNHG1	ceRNA or sponge	RAB11A
SNHG1	expression association	MIR137
SNHG1	transcriptional regulation	MYC
SNHG1	expression association	TCF7
SNHG1	ceRNA or sponge	MTDH
SNHG1	ceRNA or sponge	SOX9
SNHG1	ceRNA or sponge	MIR195
SNHG1	expression association	ZEB1
SNHG1	ceRNA or sponge	CST3
SNHG1	ceRNA or sponge	CDK7
SNHG1	interact with protein	TP53
SNHG1	interact with protein	EZH2
SNHG1	ceRNA or sponge	RICTOR
SNHG1	ceRNA or sponge	MIR101-1
SNHG1	ceRNA or sponge	MIR383
SNHG1	ceRNA or sponge	DCLK1
SNHG1	ceRNA or sponge	MAPK6
SNHG1	expression association	MIR377
SNHG1	transcriptional regulation	PTEN
SNHG1	ceRNA or sponge	MIR424
SNHG1	ceRNA or sponge	FTMT
SNHG1	expression association	SOCS2
SNHG1	ceRNA or sponge	XIAP
SNHG1	ceRNA or sponge	MAPK1
SNHG1	interact with protein	STAT6
SNHG1	ceRNA or sponge	TERT
SNHG1	expression association	VEGFA
SNHG1	ceRNA or sponge	ADAM10
SNHG1	ceRNA or sponge	ROCK1
SNHG1	ceRNA or sponge	MIA3
SNHG1	expression association	BCL2
SNHG1	expression association	BAX
SNHG1	expression association	CASP3
SNHG1	ceRNA or sponge	MIR497
SNHG1	ceRNA or sponge	HOXC8
SNHG1	ceRNA or sponge	PLK4
SNHG1	ceRNA or sponge	TLR4
SNHG1	ceRNA or sponge	LMO4
SNHG1	ceRNA or sponge	PHLDA1
SNHG1	ceRNA or sponge	PDCD4
SNHG1	ceRNA or sponge	CCND1
SNHG1	ceRNA or sponge	SP1
SNHG1	expression association	HES1
SNHG1	ceRNA or sponge	MIR488
SNHG1	ceRNA or sponge	MIR140
SNHG1	ceRNA or sponge	CDC42
SNHG1	ceRNA or sponge	UBE2C
SNHG1	expression association	MIR197
LINC00222	expression association	GSK3B
TP73-AS1	expression association	CASP3
TP73-AS1	expression association	CASP9
TP73-AS1	ceRNA or sponge	EZH2
TP73-AS1	ceRNA or sponge	SDAD1
TP73-AS1	ceRNA or sponge	PPP1R13L
TP73-AS1	ceRNA or sponge	ZEB1
TP73-AS1	ceRNA or sponge	TWIST1
TP73-AS1	expression association	CDH1
TP73-AS1	ceRNA or sponge	TFAM
TP73-AS1	ceRNA or sponge	TGFA
TP73-AS1	ceRNA or sponge	MIR142
TP73-AS1	ceRNA or sponge	HMGB1
TP73-AS1	expression association	AGER
TP73-AS1	ceRNA or sponge	BDH2
TP73-AS1	expression association	ALDH1A1
TP73-AS1	expression association	PTEN
TP73-AS1	ceRNA or sponge	GOLM1
TP73-AS1	ceRNA or sponge	AKT3
TP73-AS1	ceRNA or sponge	MMP14
TP73-AS1	interact with protein	YY1
TP73-AS1	expression association	TGFB1
TP73-AS1	interact with protein	CDKN1A
TP73-AS1	ceRNA or sponge	SMAD2
TP73-AS1	ceRNA or sponge	MIR141
TP73-AS1	interact with protein	AKT1
PVT1	ceRNA or sponge	MIR133A1
PVT1	expression association	TGFB1
PVT1	expression association	SMAD2
PVT1	ceRNA or sponge	SMAD3
PVT1	expression association	SMAD4
PVT1	ceRNA or sponge	ULK1
PVT1	epigenetic regulation	ANGPTL4
PVT1	ceRNA or sponge	MIR26B
PVT1	expression association	MIR519D
PVT1	ceRNA or sponge	GREM1
PVT1	expression association	BCL2
PVT1	expression association	CCND1
PVT1	ceRNA or sponge	FASN
PVT1	ceRNA or sponge	IGF1R
PVT1	epigenetic regulation	MIR200C
PVT1	ceRNA or sponge	INCENP
PVT1	ceRNA or sponge	MIR497
PVT1	interact with protein	EZH2
PVT1	epigenetic regulation	MIR214
PVT1	expression association	MCL1
PVT1	ceRNA or sponge	MIR424
PVT1	ceRNA or sponge	MMP9
PVT1	ceRNA or sponge	HK2
PVT1	ceRNA or sponge	MIR195
PVT1	ceRNA or sponge	HILPDA
PVT1	ceRNA or sponge	FGFR1
PVT1	ceRNA or sponge	FGF2
PVT1	expression association	MTOR
PVT1	expression association	ABCC1
PVT1	expression association	ABCB1
PVT1	ceRNA or sponge	MIR488
PVT1	epigenetic regulation	STAT1
PVT1	ceRNA or sponge	TWIST1
PVT1	ceRNA or sponge	MIR190A
PVT1	ceRNA or sponge	HIF1A
PVT1	epigenetic regulation	MYC
PVT1	ceRNA or sponge	ATG7
PVT1	ceRNA or sponge	BECN1
PVT1	epigenetic regulation	MIR146A
PVT1	epigenetic regulation	MIR3142HG
PVT1	expression association	CDKN1A
PVT1	expression association	YAP1
PVT1	ceRNA or sponge	LASP1
PVT1	epigenetic regulation	MIR200B
PVT1	epigenetic regulation	LATS2
PVT1	expression association	CDKN2B
PVT1	transcriptional regulation	TSHR
PVT1	epigenetic regulation	MRPL28
PVT1	epigenetic regulation	CDKN2A
PVT1	expression association	FOXM1
PVT1	expression association	SOX2
PVT1	ceRNA or sponge	RUNX2
PVT1	ceRNA or sponge	TRAF3
PVT1	epigenetic regulation	FOXA1
PVT1	ceRNA or sponge	NOTCH2
PVT1	ceRNA or sponge	STAT3
PVT1	expression association	VEGFA
PVT1	ceRNA or sponge	MMP2
PVT1	expression association	SP1
PVT1	ceRNA or sponge	DGCR8
PVT1	ceRNA or sponge	MIR30D
PVT1	ceRNA or sponge	KIF23
PVT1	ceRNA or sponge	TP53
PVT1	ceRNA or sponge	TFRC
PVT1	expression association	MIR149
PVT1	ceRNA or sponge	WT1
PVT1	ceRNA or sponge	SCUBE2
PVT1	ceRNA or sponge	MIR448
PVT1	ceRNA or sponge	MIR145
PVT1	expression association	MIR486-1
PVT1	interact with protein	FOXO3
PVT1	ceRNA or sponge	SLC2A1
PVT1	ceRNA or sponge	HMGB1
PVT1	ceRNA or sponge	MIR17
PVT1	ceRNA or sponge	ARL2
PVT1	ceRNA or sponge	AGO1
PVT1	ceRNA or sponge	GRB2
PVT1	ceRNA or sponge	KLF5
PVT1	ceRNA or sponge	E2F2
PVT1	ceRNA or sponge	MIR126
PVT1	ceRNA or sponge	MIR199A1
PVT1	ceRNA or sponge	CDK1
PVT1	ceRNA or sponge	DROSHA
PVT1	ceRNA or sponge	ITGB8
PVT1	ceRNA or sponge	MDM2
PVT1	expression association	MIR181A1
PVT1	ceRNA or sponge	RAB34
PVT1	ceRNA or sponge	ATG3
PVT1	ceRNA or sponge	MET
PVT1	ceRNA or sponge	IRS1
PVT1	ceRNA or sponge	MIR140
PVT1	ceRNA or sponge	ERG
PVT1	ceRNA or sponge	FSCN1
PVT1	ceRNA or sponge	SOX9
PVT1	ceRNA or sponge	ECM1
PVT1	epigenetic regulation	BNIP3
PVT1	expression association	MAPK1
PVT1	expression association	NFKB1
PVT1	ceRNA or sponge	NCKAP1L
PVT1	ceRNA or sponge	FOXQ1
PVT1	interact with protein	UPF1
FEZF1-AS1	interact with protein	PKM
FEZF1-AS1	ceRNA or sponge	AKT3
FEZF1-AS1	expression association	FEZF1
FEZF1-AS1	epigenetic regulation	CDH1
FEZF1-AS1	expression association	CDKN1A
FEZF1-AS1	interact with protein	KDM1A
FEZF1-AS1	interact with protein	EZH2
FEZF1-AS1	expression association	OTX1
FEZF1-AS1	ceRNA or sponge	NT5E
FEZF1-AS1	ceRNA or sponge	HMGA2
FEZF1-AS1	expression association	NOTCH1
FEZF1-AS1	ceRNA or sponge	ITGA11
FEZF1-AS1	ceRNA or sponge	NOB1
FEZF1-AS1	expression association	ATG5
FEZF1-AS1	ceRNA or sponge	MIR4443
FEZF1-AS1	interact with protein	STAT3
FEZF1-AS1	ceRNA or sponge	SOX4
FEZF1-AS1	ceRNA or sponge	MIR196A1
FEZF1-AS1	expression association	HES1
PKM	expression association	MEG3
DANCR	expression association	MMP9
DANCR	ceRNA or sponge	ROCK1
DANCR	expression association	TGFB1
DANCR	ceRNA or sponge	RAB1A
DANCR	ceRNA or sponge	MIR216A
DANCR	expression association	NPTN-IT1
DANCR	ceRNA or sponge	AXL
DANCR	expression association	CDKN1A
DANCR	epigenetic regulation	CDKN1B
DANCR	ceRNA or sponge	SPHK2
DANCR	expression association	MIR758
DANCR	interact with protein	EZH2
DANCR	epigenetic regulation	TIMP2
DANCR	epigenetic regulation	TIMP3
DANCR	expression association	IL6
DANCR	expression association	TNF
DANCR	interact with mRNA	CTNNB1
DANCR	expression association	IGF2
DANCR	interact with protein	HDAC3
DANCR	expression association	CDH2
DANCR	expression association	CDH1
DANCR	expression association	MAPK14
DANCR	ceRNA or sponge	MMP16
DANCR	epigenetic regulation	FBP1
DANCR	ceRNA or sponge	JAG1
DANCR	ceRNA or sponge	JAK2
DANCR	interact with protein	SOX2
DANCR	ceRNA or sponge	MIR214
DANCR	expression association	KLF6
DANCR	ceRNA or sponge	KLF5
DANCR	ceRNA or sponge	MDM2
DANCR	epigenetic regulation	FOXO1
DANCR	ceRNA or sponge	ZEB1
DANCR	ceRNA or sponge	NRAS
DANCR	ceRNA or sponge	ERBB2
DANCR	ceRNA or sponge	ATG16L1
DANCR	ceRNA or sponge	AKT2
DANCR	interact with protein	RXRA
DANCR	expression association	PIK3CA
DANCR	interact with protein	ILF3
DANCR	interact with protein	ILF2
DANCR	interact with mRNA	HIF1A
DANCR	transcriptional regulation	PTEN
DANCR	expression association	HMGA2
DANCR	ceRNA or sponge	KLF12
DANCR	ceRNA or sponge	TGFBR1
DANCR	ceRNA or sponge	MSI2
DANCR	interact with protein	SOCS3
DANCR	interact with protein	CCND1
DANCR	interact with protein	IL11
DANCR	interact with protein	PLAU
DANCR	ceRNA or sponge	SOX5
DANCR	ceRNA or sponge	FOXC2
DANCR	interact with protein	PSMD10
DANCR	interact with protein	STAT3
DANCR	ceRNA or sponge	MIR145
DANCR	ceRNA or sponge	MIR135A1
DANCR	ceRNA or sponge	E2F2
HOTTIP	ceRNA or sponge	MIR216A
HOTTIP	ceRNA or sponge	TGFBR1
HOTTIP	ceRNA or sponge	TGFBR2
HOTTIP	transcriptional regulation	CTNNB1
HOTTIP	expression association	LATS2
HOTTIP	transcriptional regulation	SGK1
HOTTIP	expression association	HOXA9
HOTTIP	ceRNA or sponge	ZEB1
HOTTIP	expression association	HOXA13
HOTTIP	expression association	CCND1
HOTTIP	expression association	PCNA
HOTTIP	ceRNA or sponge	MYC
HOTTIP	expression association	CDC25C
HOTTIP	expression association	CCNB1
HOTTIP	expression association	BAD
HOTTIP	expression association	BCL2
HOTTIP	expression association	BCL2L1
HOTTIP	interact with mRNA	BABAM2
HOTTIP	expression association	CDK2
HOTTIP	expression association	CCNA2
HOTTIP	expression association	TP53
HOTTIP	interact with mRNA	WDR5
HOTTIP	interact with protein	KDM1A
HOTTIP	interact with protein	EZH2
HOTTIP	expression association	CHI3L1
HOTTIP	expression association	CLIC5
HOTTIP	expression association	CYB5R2
HOTTIP	expression association	CYP26B1
HOTTIP	expression association	SULT1A1
HOTTIP	expression association	UCP2
HOTTIP	expression association	MIR490
HOTTIP	interact with mRNA	TWIST1
HOTTIP	expression association	CDKN1A
HOTTIP	expression association	DKK1
HOTTIP	ceRNA or sponge	MIR574
HOTTIP	ceRNA or sponge	SRF
HOTTIP	ceRNA or sponge	HMGA2
HOTTIP	expression association	CDH1
HOTTIP	ceRNA or sponge	DDA1
HOTTIP	ceRNA or sponge	MIR128-1
HOTTIP	interact with protein	JUN
HOTTIP	expression association	IL6
HOTTIP	expression association	CD274
HOTTIP	ceRNA or sponge	HMGB3
HOTTIP	ceRNA or sponge	MIR4301
MIR216A	ceRNA or sponge	MALAT1
PEG10	expression association	MIR3200
PEG10	expression association	MIR29B1
PEG10	expression association	CCND1
PEG10	expression association	CDK4
PEG10	expression association	CDK6
PEG10	expression association	MMP2
PEG10	expression association	MMP9
PEG10	expression association	VIM
PEG10	ceRNA or sponge	MIR134
PEG10	ceRNA or sponge	LRP6
PEG10	ceRNA or sponge	MIR33A
PEG10	ceRNA or sponge	MIR506
CCAT1	ceRNA or sponge	BMI1
CCAT1	ceRNA or sponge	MIR33A
CCAT1	interact with protein	BIRC7
CCAT1	ceRNA or sponge	CPEB2
CCAT1	ceRNA or sponge	BCL2L1
CCAT1	ceRNA or sponge	ZFX
CCAT1	ceRNA or sponge	ADAM17
CCAT1	ceRNA or sponge	WNT1
CCAT1	ceRNA or sponge	STAT3
CCAT1	ceRNA or sponge	ZEB1
CCAT1	ceRNA or sponge	CDK1
CCAT1	expression association	MIR218-1
CCAT1	ceRNA or sponge	MIR148B
CCAT1	ceRNA or sponge	MIR143
CCAT1	ceRNA or sponge	HOXA1
CCAT1	ceRNA or sponge	SOX4
CCAT1	ceRNA or sponge	FGFR3
CCAT1	ceRNA or sponge	PDGFRA
CCAT1	ceRNA or sponge	MIR152
CCAT1	ceRNA or sponge	ITPKB
CCAT1	ceRNA or sponge	MIRLET7C
CCAT1	epigenetic regulation	SPRY4
CCAT1	ceRNA or sponge	HOXB13
CCAT1	expression association	MYC
CCAT1	ceRNA or sponge	HNRNPA1
CCAT1	ceRNA or sponge	HMGA2
CCAT1	interact with protein	EZH2
CCAT1	interact with protein	SUV39H1
CCAT1	expression association	CDK2
CCAT1	expression association	CDKN1A
CCAT1	expression association	MMP2
CCAT1	expression association	MMP9
CCAT1	expression association	EIF2AK3
CCAT1	expression association	FOXO1
CCAT1	ceRNA or sponge	HMGA1
CCAT1	ceRNA or sponge	MIR130A
CCAT1	expression association	EPHB2
CCAT1	ceRNA or sponge	COMMD3-BMI1
CCAT1	interact with protein	DDR2
CCAT1	expression association	RUNX2
CCAT1	ceRNA or sponge	FSCN1
CCAT1	ceRNA or sponge	MMP14
CCAT1	ceRNA or sponge	MET
CCAT1	transcriptional regulation	MIR181A1
CCAT1	ceRNA or sponge	TCF7L2
CCAT1	ceRNA or sponge	DNMT1
CCAT1	ceRNA or sponge	TRDMT1
CCAT1	ceRNA or sponge	PLK1
CCAT1	ceRNA or sponge	BUB1B
CCAT1	ceRNA or sponge	MAPK1
GAS5	ceRNA or sponge	MIR301A
GAS5	ceRNA or sponge	MIR196A1
GAS5	ceRNA or sponge	MIR26A1
GAS5	ceRNA or sponge	HOXA5
GAS5	epigenetic regulation	STAT3
GAS5	expression association	MIR21
GAS5	ceRNA or sponge	PTEN
GAS5	ceRNA or sponge	AKT1
GAS5	ceRNA or sponge	FOXO3
GAS5	ceRNA or sponge	MIR23A
GAS5	ceRNA or sponge	ATG3
GAS5	ceRNA or sponge	TIMP2
GAS5	ceRNA or sponge	MIR222
GAS5	ceRNA or sponge	DIRAS3
GAS5	ceRNA or sponge	FOXO1
GAS5	ceRNA or sponge	MIR135B
GAS5	ceRNA or sponge	CDKN1B
GAS5	ceRNA or sponge	PDCD4
GAS5	transcriptional regulation	EZH2
GAS5	expression association	KLF2
GAS5	ceRNA or sponge	MIR18A
GAS5	expression association	MTOR
GAS5	ceRNA or sponge	SPRY2
GAS5	expression association	BRCA1
GAS5	transcriptional regulation	TP53
GAS5	expression association	MMP2
GAS5	interact with mRNA	CDK6
GAS5	expression association	CDKN1A
GAS5	expression association	YBX1
GAS5	interact with protein	ANXA2
GAS5	expression association	IL10
GAS5	expression association	VEGFA
GAS5	expression association	BAX
GAS5	expression association	BAK1
GAS5	expression association	CASP3
GAS5	expression association	CASP9
GAS5	expression association	EGFR
GAS5	expression association	IGF1R
GAS5	expression association	E2F1
GAS5	expression association	SNORD50A
GAS5	transcriptional regulation	TBX21
GAS5	epigenetic regulation	MT-CO2
GAS5	expression association	ABCA1
GAS5	expression association	YY1AP1
GAS5	ceRNA or sponge	CALM2
GAS5	expression association	RUNX3
GAS5	expression association	MIR544A
GAS5	expression association	IL18
GAS5	interact with protein	ZBTB7A
GAS5	ceRNA or sponge	RUNX2
GAS5	ceRNA or sponge	FN1
GAS5	ceRNA or sponge	TLR4
GAS5	ceRNA or sponge	TGFBR1
GAS5	expression association	MMP9
GAS5	ceRNA or sponge	MIR135A1
GAS5	expression association	IGF2BP2
GAS5	ceRNA or sponge	SKP2
GAS5	ceRNA or sponge	IER3
GAS5	ceRNA or sponge	KCNK3
GAS5	interact with protein	UPF1
GAS5	ceRNA or sponge	RECK
GAS5	ceRNA or sponge	MIR223
GAS5	epigenetic regulation	HIPK2
GAS5	expression association	MIR137
GAS5	ceRNA or sponge	BCL2
GAS5	ceRNA or sponge	HMGB1
GAS5	ceRNA or sponge	HDAC4
GAS5	ceRNA or sponge	MIR1297
GAS5	ceRNA or sponge	TIMP3
GAS5	ceRNA or sponge	CDKN2B
GAS5	expression association	DDIT3
GAS5	ceRNA or sponge	INPP5D
GAS5	expression association	PIK3CA
GAS5	ceRNA or sponge	ACE2
GAS5	expression association	PCNA
GAS5	expression association	CCND1
GAS5	expression association	MKI67
GAS5	expression association	CDH1
GAS5	expression association	SNAI1
GAS5	expression association	CDH2
GAS5	expression association	VIM
GAS5	expression association	CCNB1
GAS5	expression association	CDK1
GAS5	transcriptional regulation	PARP1
GAS5	ceRNA or sponge	MIR126
GAS5	expression association	GSTM3
GAS5	ceRNA or sponge	APOBEC3C
GAS5	ceRNA or sponge	TLR10
CCDC26	ceRNA or sponge	MIR203A
CCDC26	expression association	KIT
CCDC26	expression association	PCNA
CCDC26	expression association	BCL2
CCDC26	expression association	IGF1R
MIR203A	ceRNA or sponge	HULC
CRNDE	epigenetic regulation	CDKN1A
CRNDE	expression association	NOTCH1
CRNDE	ceRNA or sponge	IRS1
CRNDE	epigenetic regulation	DUSP5
CRNDE	ceRNA or sponge	IRX5
CRNDE	expression association	FOXM1
CRNDE	ceRNA or sponge	CTNNB1
CRNDE	expression association	MYC
CRNDE	expression association	CCND1
CRNDE	ceRNA or sponge	MIR136
CRNDE	ceRNA or sponge	TCF4
CRNDE	ceRNA or sponge	E2F3
CRNDE	ceRNA or sponge	TCF7L2
CRNDE	interact with protein	HNRNPUL2
CRNDE	ceRNA or sponge	PIWIL4
CRNDE	expression association	CASP3
CRNDE	expression association	PCNA
CRNDE	ceRNA or sponge	XIAP
CRNDE	ceRNA or sponge	PAK5
CRNDE	ceRNA or sponge	MIR451A
CRNDE	ceRNA or sponge	MIR384
CRNDE	expression association	MTOR
CRNDE	interact with protein	EZH2
CRNDE	expression association	MIR181A1
CRNDE	expression association	TLR3
CRNDE	ceRNA or sponge	MAPK1
CRNDE	ceRNA or sponge	CDK6
CRNDE	ceRNA or sponge	RAP1A
CRNDE	ceRNA or sponge	POU2F1
CRNDE	expression association	BAX
CRNDE	expression association	BCL2
CRNDE	ceRNA or sponge	MIR141
CRNDE	expression association	SMAD3
CRNDE	ceRNA or sponge	NASP
CRNDE	ceRNA or sponge	MCM5
CRNDE	ceRNA or sponge	MIR338
CRNDE	expression association	PIK3CA
CRNDE	expression association	AKT1
CRNDE	ceRNA or sponge	CCL18
CRNDE	ceRNA or sponge	BCAT1
CRNDE	ceRNA or sponge	MIR29C
CRNDE	ceRNA or sponge	SIX1
CRNDE	ceRNA or sponge	CCNB1
CRNDE	transcriptional regulation	BBC3
LINC00858	ceRNA or sponge	CDK14
LINC00858	ceRNA or sponge	RAD18
LINC00858	ceRNA or sponge	RABL3
LINC00858	expression association	WNK2
LINC00858	ceRNA or sponge	TRIM44
LINC00858	ceRNA or sponge	MIR422A
LINC00858	ceRNA or sponge	SMAD7
LINC00858	ceRNA or sponge	YWHAZ
LINC00858	interact with protein	HNF1A
LINC00858	ceRNA or sponge	MIR3182
LINC00858	ceRNA or sponge	MMP2
HOTAIR	ceRNA or sponge	ZEB1
HOTAIR	epigenetic regulation	CDKN1A
HOTAIR	interact with protein	RUNX3
HOTAIR	ceRNA or sponge	ST8SIA4
HOTAIR	expression association	MAP1LC3B
HOTAIR	expression association	ATG3
